Latitude,Longitude,Altitude,Rainfall_Intensity,Temperature,Humidity,Atmospheric_Pressure,River_Level,Drainage_Capacity,Drainage_System_Condition,Population_Density,Urbanization_Level,flood,Zone,threshold,Rain_Exceeds_Threshold,HighRain_LowDrainage,HighRain_HighRiver,HighRain_LowAltitude,HighRain_BadDrainSys,LowPressure_StormRisk,HighHumidity_PoorDrain,HighPop_LowDrain,HighUrban_HeavyRain,LowAlt_HighUrban
13.054944,77.517525,811.17,41.9,19.32,81.59,981.0,8.1,33.62,1,26863.98,5,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.999456,77.543705,932.44,75.45,27.19,81.49,964.58,4.46,92.71,3,8820.7,7,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.010972,77.548674,964.57,139.38,30.14,51.02,955.75,7.79,65.69,1,28419.42,9,1,4,115.67525207391708,1,0,1,0,1,0,0,0,1,0
13.076743,77.541553,952.65,61.82,26.98,99.73,933.14,9.38,30.17,10,5992.47,6,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.034346,77.506161,949.58,25.96,32.6,46.86,954.84,7.65,45.54,6,19359.36,3,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.027546,77.522901,945.92,7.2,28.27,82.61,983.28,0.17,35.4,8,19754.8,9,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.095655,77.501256,875.06,34.51,17.47,50.17,952.97,4.36,53.73,1,12025.95,7,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.098724,77.551453,824.81,6.09,33.53,81.56,919.1,7.12,75.29,7,2367.47,3,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.955404,77.500503,983.54,36.08,27.49,81.5,913.26,0.76,11.33,6,10737.15,6,1,4,115.67525207391708,0,0,0,0,0,1,1,0,0,0
12.969837,77.550175,944.02,64.02,20.61,62.62,972.82,8.68,37.36,8,8643.24,9,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.002126,77.526601,884.95,80.93,17.83,69.41,959.17,5.57,79.47,6,13069.75,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.951236,77.535199,903.69,17.1,31.51,82.62,950.28,6.55,80.2,10,6050.9,7,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.039795,77.54364,958.94,26.37,15.48,79.07,930.2,9.49,56.16,1,29658.39,8,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.079943,77.520119,908.31,30.49,27.06,96.84,931.37,4.88,37.24,2,18265.09,1,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.063509,77.542574,848.61,25.1,18.28,58.59,912.08,0.52,60.91,3,9280.06,2,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.091612,77.511833,980.9,55.38,20.7,56.51,957.89,2.11,9.81,10,3784.16,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.07656,77.532611,856.86,79.91,27.16,95.93,914.18,1.86,25.28,2,20365.11,9,0,4,115.67525207391708,0,0,0,0,0,1,1,0,0,1
13.09747,77.509544,877.7,5.45,23.29,47.78,970.02,6.37,57.66,10,14922.56,4,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.000722,77.529265,834.67,19.66,30.63,71.44,936.66,9.31,88.71,5,3172.88,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.094207,77.544677,839.42,50.73,31.85,97.01,904.52,1.4,73.79,1,6389.1,1,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.020588,77.511321,990.03,93.06,30.53,67.61,976.55,2.27,78.84,3,22034.27,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.047998,77.554713,899.55,140.55,23.3,46.03,926.61,0.21,77.83,10,3636.49,10,1,4,115.67525207391708,1,0,0,1,0,0,0,0,1,1
13.037678,77.545291,957.12,126.88,19.73,46.97,923.55,0.26,64.51,7,14553.03,6,0,4,115.67525207391708,1,0,0,0,0,1,0,0,0,0
12.978219,77.517345,836.51,20.71,24.71,81.12,922.02,3.35,13.95,6,19719.67,2,1,4,115.67525207391708,0,0,0,0,0,1,1,1,0,0
13.031349,77.523171,806.58,58.46,18.72,75.63,972.86,8.1,34.73,1,2841.33,2,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.013133,77.529998,803.73,133.94,27.51,92.64,908.14,8.52,96.87,5,22700.34,8,0,4,115.67525207391708,1,0,1,1,0,1,0,0,0,0
13.023277,77.535817,903.13,124.28,18.67,45.35,963.59,7.37,6.29,1,6328.96,7,0,4,115.67525207391708,1,1,1,1,1,0,0,0,0,0
13.030711,77.552729,803.02,146.75,18.55,68.09,967.86,5.03,56.35,8,8936.29,4,1,4,115.67525207391708,1,0,0,1,0,0,0,0,0,0
13.064569,77.500647,968.91,40.13,31.25,54.96,917.86,7.5,29.97,7,12223.37,7,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.003546,77.537385,936.01,49.36,32.15,50.28,914.38,2.84,74.09,8,7762.47,4,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.025581,77.532821,910.63,48.87,19.36,44.11,987.4,9.89,90.97,1,5201.49,7,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.082853,77.551832,983.14,110.41,17.98,68.53,987.45,2.33,63.55,9,1953.31,7,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.048074,77.525331,890.74,119.41,17.92,76.54,938.04,2.7,18.4,8,7945.77,2,0,4,115.67525207391708,1,1,0,1,0,0,0,0,0,0
13.090622,77.551458,945.65,25.87,19.37,88.33,975.78,3.96,57.46,10,12340.21,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.973973,77.504943,949.25,120.78,26.61,49.56,983.23,3.88,96.73,3,23803.86,3,0,4,115.67525207391708,1,0,0,0,1,0,0,0,0,0
13.05082,77.556905,869.55,34.22,19.69,93.71,922.78,7.91,41.04,5,29739.41,5,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.004692,77.534202,907.06,110.82,34.46,76.6,969.37,7.93,50.6,5,1896.87,7,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.986043,77.527192,896.69,87.47,28.08,47.25,902.29,1.45,21.83,5,14680.83,6,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.054653,77.505012,840.21,54.9,22.75,63.89,951.31,4.03,47.89,2,22341.24,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.986054,77.500482,905.92,127.83,15.58,98.59,904.96,8.97,52.0,8,17549.91,8,0,4,115.67525207391708,1,0,1,1,0,1,0,0,0,0
12.966712,77.548236,923.67,80.96,21.75,40.63,942.4,5.29,92.17,4,11728.84,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.037037,77.549271,887.86,71.62,26.65,85.84,974.32,9.17,7.64,5,23230.06,8,1,4,115.67525207391708,0,0,0,0,0,0,1,1,0,0
13.067478,77.522791,914.48,0.89,28.88,57.78,950.87,5.08,31.55,7,1815.38,4,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.09821,77.526616,993.58,81.2,21.88,62.81,986.03,9.23,35.44,4,2258.79,9,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.956351,77.514686,948.26,96.4,15.1,50.28,920.15,5.1,14.78,10,23021.1,3,0,4,115.67525207391708,0,0,0,0,0,1,0,1,0,0
13.027188,77.546521,852.95,141.68,17.59,88.17,916.49,6.21,59.71,1,27295.12,10,1,4,115.67525207391708,1,0,1,1,1,1,0,0,1,1
13.045769,77.52179,842.98,120.12,24.55,75.23,929.11,5.82,45.3,4,2670.26,8,1,4,115.67525207391708,1,0,0,1,1,0,0,0,0,0
13.039913,77.554174,959.13,11.22,23.49,65.17,962.62,7.64,28.09,6,14557.98,10,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.030371,77.547184,836.96,44.79,29.42,97.09,992.67,4.01,33.86,5,11474.14,3,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.056336,77.541568,894.15,14.99,23.66,78.67,934.66,7.22,70.17,2,5733.62,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.975789,77.505907,989.61,18.08,16.11,43.59,978.89,7.68,5.92,1,9328.13,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.052123,77.501323,993.98,29.22,17.52,96.37,903.72,3.9,80.13,6,24248.85,4,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.0788,77.541704,921.67,127.86,18.27,64.07,924.84,10.0,18.73,8,12901.76,10,0,4,115.67525207391708,1,1,1,0,0,1,0,1,1,0
13.078567,77.552017,995.29,103.57,27.42,89.44,925.62,4.27,26.52,3,23157.68,1,0,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
12.952666,77.550459,859.98,83.96,19.67,41.02,951.04,2.83,26.28,2,23131.36,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.095973,77.5395,915.01,32.09,23.5,59.77,909.61,5.99,69.87,10,3174.61,2,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.032088,77.516557,827.43,57.16,21.69,49.12,985.17,5.28,65.34,4,1208.38,5,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.057207,77.531703,902.76,114.39,29.52,58.89,940.55,0.07,26.16,6,14951.2,10,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.965167,77.541828,991.9,72.13,33.84,43.99,986.38,6.63,53.18,7,23775.13,7,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.095024,77.552449,837.56,77.1,29.96,81.33,955.28,7.0,1.4,7,11647.13,5,1,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
12.980165,77.538261,930.07,21.02,24.61,57.55,910.82,7.96,82.2,6,29227.46,3,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.090599,77.501623,888.6,113.29,33.38,92.93,986.62,4.89,59.34,1,4317.15,10,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
13.092298,77.518212,951.89,120.04,22.69,65.0,912.6,2.32,89.01,9,28294.44,9,1,4,115.67525207391708,1,0,0,0,0,1,0,0,1,0
13.018056,77.533144,999.43,99.33,19.39,87.63,951.49,1.28,53.26,6,28309.99,8,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.053828,77.517282,852.85,98.74,31.27,55.43,903.8,0.33,30.67,1,27287.57,8,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.027752,77.510776,867.49,149.79,20.51,85.32,956.44,0.72,14.47,4,29923.99,5,0,4,115.67525207391708,1,1,0,1,1,0,1,1,0,0
13.027462,77.533365,998.2,110.74,29.98,53.8,932.15,1.78,99.59,6,11105.84,4,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.945058,77.505741,958.41,69.53,30.25,41.77,915.7,8.54,12.03,9,24364.01,10,1,4,115.67525207391708,0,0,0,0,0,1,0,1,0,0
13.047306,77.516472,892.23,64.6,16.89,44.8,923.13,8.11,66.88,4,28830.83,2,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.951183,77.518084,801.62,20.8,18.55,86.79,906.54,7.36,11.78,8,19289.75,6,1,4,115.67525207391708,0,0,0,0,0,1,1,1,0,0
13.039648,77.52282,834.91,66.44,34.8,59.98,980.41,9.93,17.96,10,2535.7,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.973967,77.515404,804.4,1.01,16.16,60.72,963.14,4.79,12.52,5,25945.78,1,0,4,115.67525207391708,0,0,0,0,0,0,0,1,0,0
13.06575,77.534624,874.65,0.48,23.66,54.9,944.72,2.11,41.82,1,26782.81,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
13.064708,77.504972,902.78,101.78,15.89,40.59,948.28,4.8,76.69,1,25936.03,4,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.958588,77.520599,910.63,28.51,31.29,41.97,971.78,0.55,10.54,1,18654.23,3,1,4,115.67525207391708,0,0,0,0,0,0,0,1,0,0
13.052196,77.544212,825.99,65.28,16.18,43.18,992.36,2.6,97.77,7,17326.56,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.957824,77.548521,936.75,35.93,18.36,64.5,917.83,0.41,54.01,9,16271.18,1,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.99738,77.544575,956.22,53.81,28.15,84.83,915.88,0.74,75.01,8,3142.01,5,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.980913,77.525185,993.14,132.17,31.83,59.54,919.16,3.11,80.58,6,22872.53,7,1,4,115.67525207391708,1,0,0,0,0,1,0,0,0,0
13.056651,77.526088,821.84,46.55,33.63,86.78,901.92,1.82,25.83,4,27959.94,1,1,4,115.67525207391708,0,0,0,0,0,1,1,0,0,0
12.934331,77.500443,948.27,90.56,20.74,43.17,988.24,5.39,64.49,9,10995.04,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.97628,77.545476,976.6,98.3,29.03,48.56,993.22,7.4,23.79,2,19055.41,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.98019,77.515875,879.61,130.37,27.54,40.05,977.75,9.37,37.53,6,15000.71,1,0,4,115.67525207391708,1,0,1,1,0,0,0,0,0,0
13.074723,77.518897,917.72,106.34,19.52,53.6,995.07,8.76,77.2,6,10700.2,2,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.007407,77.536549,817.24,3.8,25.84,83.83,960.97,0.5,77.48,4,29113.21,6,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.022285,77.512227,960.33,36.59,26.1,63.85,968.6,8.69,40.73,9,24107.19,5,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.989156,77.525405,938.55,113.0,33.38,58.37,906.98,2.68,30.38,3,11588.56,4,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.002711,77.510153,894.15,89.66,22.86,42.74,924.51,4.52,34.38,9,20668.64,7,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.064713,77.539591,878.71,12.41,21.88,92.67,962.19,0.32,21.85,6,26772.58,8,1,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
13.013159,77.500896,917.2,52.93,32.36,65.8,939.82,9.66,83.88,5,8044.1,10,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.995678,77.563271,847.75,84.84,22.4,65.24,910.87,1.64,69.06,5,1990.21,7,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.075857,77.522595,912.27,112.09,25.05,88.67,938.32,5.64,35.26,10,21740.03,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.950391,77.506024,884.67,36.65,17.1,43.21,976.76,2.15,83.63,2,4918.68,2,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.991133,77.502456,897.73,55.49,24.17,90.44,977.4,7.43,60.83,8,6969.97,4,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.080999,77.546712,804.07,63.57,21.19,97.66,975.24,0.62,53.08,7,13311.4,5,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.051489,77.515558,847.97,79.73,26.71,98.08,990.96,3.06,20.96,9,11545.86,6,1,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
13.002848,77.53453,853.27,52.91,33.33,79.38,927.09,6.39,48.85,1,12001.37,2,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.012078,77.518837,817.85,84.16,32.84,77.36,910.18,8.22,2.45,5,11649.35,6,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.959742,77.516023,831.79,54.41,33.4,54.06,976.85,0.55,95.21,3,12249.87,4,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.066225,77.547467,801.58,29.18,21.04,69.82,952.34,5.14,92.52,4,2348.62,10,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
12.993764,77.52673,858.68,46.49,18.33,89.41,912.54,4.16,90.39,3,28490.03,1,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.070874,77.515363,940.8,52.24,30.56,65.07,960.12,3.38,71.34,5,16373.89,9,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.99892,77.546915,826.19,139.62,27.69,67.08,934.85,3.51,39.3,9,4060.59,2,1,4,115.67525207391708,1,0,0,1,0,0,0,0,0,0
13.060041,77.554963,981.11,66.88,25.59,51.15,927.42,4.54,99.35,5,19154.77,5,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.973346,77.557878,965.65,149.93,31.33,52.61,954.77,2.8,99.71,7,9620.97,7,1,4,115.67525207391708,1,0,0,0,0,0,0,0,0,0
13.024832,77.53659,857.66,73.41,29.61,42.87,996.71,0.24,46.89,1,9734.64,4,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
12.965724,77.528579,856.86,28.67,34.44,44.86,987.38,8.62,49.75,1,10898.37,3,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.091888,77.550206,896.81,44.44,17.32,79.96,945.03,4.86,34.52,6,13400.31,9,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,1
13.072561,77.549296,856.81,69.64,18.35,88.39,957.75,8.69,78.14,5,1145.34,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.058598,77.504035,894.43,78.69,26.5,89.14,911.16,6.73,57.88,10,3863.4,10,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,1
13.058737,77.54347,991.27,12.24,22.14,80.1,950.21,2.14,23.97,3,22282.35,1,0,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
13.001621,77.564713,973.03,127.05,17.89,54.54,940.52,0.54,69.72,7,15414.6,4,1,4,115.67525207391708,1,0,0,0,0,0,0,0,0,0
12.989314,77.517986,958.73,51.27,29.62,96.94,981.7,9.39,22.12,1,20203.42,3,0,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
12.938707,77.509441,844.76,46.79,15.06,93.02,922.21,6.11,93.66,5,25098.29,8,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.964277,77.513595,924.8,73.6,21.24,98.46,925.53,1.96,3.38,7,6053.86,7,1,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
13.048365,77.551435,848.94,0.38,24.02,58.29,931.79,6.6,7.53,6,18567.2,5,0,4,115.67525207391708,0,0,0,0,0,0,0,1,0,0
12.982503,77.510456,838.42,98.47,26.12,72.9,921.94,2.48,64.49,10,5200.85,1,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
12.966224,77.543546,965.17,136.91,15.42,77.78,982.28,9.85,45.26,5,23101.89,3,0,4,115.67525207391708,1,0,1,0,0,0,0,0,0,0
12.987707,77.54371,859.8,79.19,32.37,55.99,920.42,9.66,12.81,10,28767.91,9,1,4,115.67525207391708,0,0,0,0,0,1,0,1,0,1
13.062232,77.541768,950.87,75.16,29.58,85.12,931.52,3.01,64.64,7,8486.51,5,0,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.047381,77.517528,800.65,114.49,34.3,80.67,930.11,1.97,99.1,7,6126.31,4,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.077771,77.511756,917.3,55.07,30.02,99.43,902.04,0.18,49.73,9,4792.94,9,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,1
13.007122,77.504153,963.12,68.58,20.03,51.55,948.23,8.03,15.21,8,14750.97,5,1,4,115.67525207391708,0,0,0,0,0,0,0,1,0,0
13.053619,77.541151,911.91,120.63,17.29,44.54,945.68,5.5,66.44,4,19680.67,6,0,4,115.67525207391708,1,0,0,1,1,0,0,0,0,0
12.985931,77.53996,972.08,97.67,21.74,52.79,954.88,0.7,98.85,9,9715.21,1,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
13.044087,77.542722,983.04,93.36,23.68,65.55,919.2,4.09,77.58,5,27326.5,5,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.048272,77.515112,899.11,92.03,20.96,60.44,923.4,1.48,68.94,3,4694.52,4,1,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.087191,77.541262,984.92,46.96,25.69,49.81,910.44,4.68,78.33,1,16764.41,2,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.05055,77.501339,873.74,114.82,32.44,56.08,921.07,0.45,82.84,8,10249.11,5,0,4,115.67525207391708,0,0,0,0,0,1,0,0,0,0
13.067281,77.529687,944.02,20.59,27.9,96.12,934.45,9.1,20.86,8,16477.88,4,0,4,115.67525207391708,0,0,0,0,0,0,1,0,0,0
13.045488,77.502269,996.38,38.39,24.04,65.05,955.65,2.45,70.43,7,26976.21,2,1,4,115.67525207391708,0,0,0,0,0,0,0,0,0,0
