Date,Year,Month,Max_Temp,Min_Temp,Avg_Temp,Rainfall
1951-04-30,1951,4,33.68999863,21.37000084,27.529999734999997,8.74763298
1951-01-05,1951,1,33.63000107,20.42000008,27.025000575,0.446893901
1951-02-05,1951,2,33.00999832,21.67000008,27.3399992,2.467976332
1951-03-05,1951,3,33.52999878,22.13999939,27.834999085,0.0
1951-04-05,1951,4,33.56999969,22.42000008,27.994999885000002,0.0
1951-05-05,1951,5,33.90000153,22.71999931,28.310000419999998,0.0
1951-06-05,1951,6,34.29000092,21.85000038,28.070000649999997,0.0
1951-07-05,1951,7,33.84999847,22.60000038,28.224999425,0.0
1951-08-05,1951,8,34.25,23.21999931,28.734999655,0.0
1951-09-05,1951,9,34.91999817,22.61000061,28.76499939,0.0
1951-10-05,1951,10,34.90999985,23.20999908,29.059999464999997,0.0
1951-11-05,1951,11,35.0,22.53000069,28.765000345,1.63386786
1951-12-05,1951,12,34.59000015,22.89999962,28.744999885,4.32531929
1951-05-13,1951,5,34.20999908,20.89999962,27.554999350000003,29.38614082
1951-05-14,1951,5,33.43999863,24.70000076,29.069999695,0.0
1951-05-15,1951,5,34.04999924,22.29999924,28.17499924,0.0
1951-05-16,1951,5,34.16999817,22.72999954,28.449998855,10.53517818
1951-05-17,1951,5,34.56999969,24.5,29.534999845,0.0
1951-05-18,1951,5,34.75,19.69000053,27.220000265,14.77824593
1951-05-19,1951,5,32.84999847,21.85000038,27.349999425,0.0
1951-05-20,1951,5,33.70999908,22.11000061,27.909999845,3.397963762
1951-05-21,1951,5,33.27000046,22.45000076,27.86000061,0.0
1951-05-22,1951,5,33.54000092,20.35000038,26.945000649999997,6.269704342
1951-05-23,1951,5,32.41999817,22.32999992,27.374999045,0.216368049
1951-05-24,1951,5,32.00999832,20.96999931,26.489998815,3.806601286
1951-05-25,1951,5,31.35000038,20.44000053,25.895000455,8.543801308
1951-05-26,1951,5,30.87999916,22.01000023,26.444999695,1.297595859
1951-05-27,1951,5,32.40000153,20.86000061,26.63000107,19.96914673
1951-05-28,1951,5,31.86000061,21.52000046,26.690000535,0.0
1951-05-29,1951,5,32.34000015,21.29999924,26.819999695,0.0
1951-05-30,1951,5,30.04000092,21.78000069,25.910000805000003,0.254430562
1951-05-31,1951,5,31.12999916,21.75,26.43999958,8.498950005
1951-01-06,1951,1,29.77000046,20.18000031,24.975000385,3.188768387
1951-02-06,1951,2,26.65999985,20.43000031,23.54500008,7.869368076
1951-03-06,1951,3,28.37999916,21.01000023,24.694999695,0.0
1951-04-06,1951,4,29.52000046,21.72999954,25.625,10.27752686
1951-05-06,1951,5,29.04000092,20.87999916,24.96000004,0.0
1951-06-06,1951,6,28.71999931,20.38999939,24.55499935,15.58751869
1951-07-06,1951,7,28.62999916,20.63999939,24.634999275,0.0
1951-08-06,1951,8,29.17000008,20.82999992,25.0,0.0
1951-09-06,1951,9,29.88999939,21.11000061,25.5,0.0
1951-10-06,1951,10,28.65999985,20.78000069,24.72000027,0.0
1951-11-06,1951,11,29.28000069,20.47999954,24.880000115,0.0
1951-12-06,1951,12,28.10000038,21.12000084,24.61000061,0.427458853
1951-06-13,1951,6,28.20000076,20.62000084,24.4100008,1.466923594
1951-06-14,1951,6,28.5,19.88999939,24.194999695,2.188102961
1951-06-15,1951,6,28.61000061,20.5,24.555000305,0.0
1951-06-16,1951,6,28.39999962,21.20000076,24.80000019,1.142062187
1951-06-17,1951,6,30.13999939,20.65999985,25.39999962,0.0
1951-06-18,1951,6,30.30999947,20.23999977,25.274999620000003,0.0
1951-06-19,1951,6,29.62999916,20.45000076,25.039999960000003,0.0
1951-06-20,1951,6,29.26000023,20.36000061,24.81000042,0.620685995
1951-06-21,1951,6,28.20000076,20.5,24.35000038,1.762748241
1951-06-22,1951,6,28.87999916,20.69000053,24.784999845,0.0
1951-06-23,1951,6,28.36000061,20.73999977,24.55000019,0.0
1951-06-24,1951,6,28.55999947,20.77000046,24.664999965,0.0
1951-06-25,1951,6,27.92000008,19.87999916,23.899999620000003,0.0
1951-06-26,1951,6,28.54999924,20.31999969,24.434999464999997,0.0
1951-06-27,1951,6,28.68000031,20.37999916,24.529999735,0.0
1951-06-28,1951,6,29.72999954,20.36000061,25.045000075,0.0
1951-06-29,1951,6,30.32999992,20.44000053,25.385000225,0.0
1951-06-30,1951,6,31.25,20.79999924,26.02499962,0.0
1951-01-07,1951,1,32.11000061,21.52000046,26.815000535,0.0
1951-02-07,1951,2,31.90999985,21.35000038,26.630000115,0.0
1951-03-07,1951,3,32.11999893,21.18000031,26.649999620000003,0.0
1951-04-07,1951,4,30.93000031,20.73999977,25.83500004,10.77223969
1951-05-07,1951,5,31.09000015,19.78000069,25.43500042,1.737878323
1951-06-07,1951,6,30.55999947,19.59000015,25.07499981,102.7705765
1951-07-07,1951,7,28.20999908,20.04999924,24.129999159999997,26.6553154
1951-08-07,1951,8,28.09000015,19.97999954,24.034999845,0.857160866
1951-09-07,1951,9,27.09000015,19.34000015,23.21500015,0.330759704
1951-10-07,1951,10,29.40999985,20.31999969,24.864999769999997,0.0
1951-11-07,1951,11,31.15999985,21.27000046,26.215000155,0.0
1951-12-07,1951,12,31.13999939,20.02000046,25.579999925,0.0
1951-07-13,1951,7,29.98999977,20.17000008,25.079999925000003,0.0
1951-07-14,1951,7,27.09000015,19.93000031,23.510000230000003,1.111305833
1951-07-15,1951,7,29.31999969,20.35000038,24.835000035,0.0
1951-07-16,1951,7,29.29000092,20.29999924,24.79500008,12.39432812
1951-07-17,1951,7,28.88999939,20.79000092,24.840000155,0.337745279
1951-07-18,1951,7,28.90999985,19.89999962,24.404999734999997,0.0
1951-07-19,1951,7,26.25,19.75,23.0,0.0
1951-07-20,1951,7,25.89999962,19.53000069,22.715000155,3.888748884
1951-07-21,1951,7,26.94000053,20.14999962,23.545000074999997,1.485991955
1951-07-22,1951,7,26.69000053,20.37000084,23.530000684999997,4.984782219
1951-07-23,1951,7,27.51000023,20.39999962,23.954999925,5.922277451
1951-07-24,1951,7,26.0,20.82999992,23.41499996,0.330759704
1951-07-25,1951,7,25.04999924,19.44000053,22.244999885,3.64780879
1951-07-26,1951,7,26.27000046,19.95999908,23.114999769999997,0.254430562
1951-07-27,1951,7,26.79999924,20.04000092,23.42000008,0.0
1951-07-28,1951,7,28.36000061,20.67000008,24.515000345,2.027255535
1951-07-29,1951,7,29.18000031,20.97999954,25.079999925000003,0.0
1951-07-30,1951,7,29.05999947,21.04000092,25.050000195000003,0.0
1951-07-31,1951,7,27.93000031,20.84000015,24.385000230000003,0.0
1951-01-08,1951,1,27.73999977,20.29000092,24.015000345,0.0
1951-02-08,1951,2,28.19000053,20.38999939,24.28999996,0.0
1951-03-08,1951,3,29.69000053,20.86000061,25.27500057,0.0
1951-04-08,1951,4,29.27000046,20.65999985,24.965000155,0.0
1951-05-08,1951,5,27.72999954,20.06999969,23.899999615,0.0
1951-06-08,1951,6,28.35000038,20.54000092,24.44500065,0.0
1951-07-08,1951,7,29.23999977,20.60000038,24.920000075,0.0
1951-08-08,1951,8,28.12000084,20.53000069,24.325000765,0.0
1951-09-08,1951,9,28.81999969,19.77000046,24.295000074999997,0.0
1951-10-08,1951,10,28.88999939,20.23999977,24.56499958,1.639760852
1951-11-08,1951,11,29.72999954,20.80999947,25.269999505,0.0
1951-12-08,1951,12,29.11000061,20.96999931,25.03999996,7.180204868
1951-08-13,1951,8,30.05999947,20.64999962,25.354999545,0.0
1951-08-14,1951,8,29.86000061,20.57999992,25.220000265,0.0
1951-08-15,1951,8,30.81999969,20.29000092,25.555000305,0.0
1951-08-16,1951,8,30.85000038,20.62000084,25.73500061,0.0
1951-08-17,1951,8,29.15999985,20.5,24.829999925,0.0
1951-08-18,1951,8,28.67000008,19.98999977,24.329999925000003,0.0
1951-08-19,1951,8,29.31999969,20.37000084,24.845000265,0.0
1951-08-20,1951,8,29.79999924,20.5,25.14999962,0.712405503
1951-08-21,1951,8,30.27000046,20.88999939,25.579999925,0.0
1951-08-22,1951,8,30.01000023,20.69000053,25.350000379999997,1.628355503
1951-08-23,1951,8,29.70000076,20.45000076,25.07500076,0.0
1951-08-24,1951,8,29.57999992,20.30999947,24.944999695,9.601681709
1951-08-25,1951,8,29.28000069,19.87999916,24.579999925000003,0.0
1951-08-26,1951,8,30.28000069,19.79000092,25.035000805000003,0.0
1951-08-27,1951,8,30.45000076,20.69000053,25.570000645,0.0
1951-08-28,1951,8,30.05999947,20.95000076,25.505000115,0.966836095
1951-08-29,1951,8,29.56999969,20.21999931,24.894999499999997,0.0
1951-08-30,1951,8,29.19000053,20.12000084,24.655000684999997,0.0
1951-08-31,1951,8,29.69000053,19.53000069,24.61000061,0.0
1951-01-09,1951,1,29.25,19.95000076,24.60000038,0.0
1951-02-09,1951,2,29.38999939,19.22999954,24.309999465,0.0
1951-03-09,1951,3,31.07999992,19.54999924,25.31499958,0.0
1951-04-09,1951,4,30.17000008,19.29999924,24.73499966,0.0
1951-05-09,1951,5,28.62000084,19.69000053,24.155000684999997,4.34480238
1951-06-09,1951,6,27.62999916,19.48999977,23.559999465,5.102972984
1951-07-09,1951,7,26.75,19.79000092,23.27000046,0.0
1951-08-09,1951,8,29.35000038,19.55999947,24.454999925000003,0.0
1951-09-09,1951,9,30.05999947,19.48999977,24.774999620000003,0.0
1951-10-09,1951,10,30.0,20.81999969,25.409999845,0.127215281
1951-11-09,1951,11,29.19000053,20.61000061,24.90000057,0.0
1951-12-09,1951,12,29.40999985,19.70999908,24.559999464999997,2.060887575
1951-09-13,1951,9,29.59000015,19.57999992,24.585000035,0.0
1951-09-14,1951,9,29.76000023,20.87000084,25.315000535,0.0
1951-09-15,1951,9,31.01000023,19.96999931,25.489999769999997,8.445631981
1951-09-16,1951,9,30.42000008,20.81999969,25.619999885,16.83695221
1951-09-17,1951,9,31.13999939,19.95999908,25.549999235,28.63747406
1951-09-18,1951,9,30.18000031,20.65999985,25.42000008,6.419070244
1951-09-19,1951,9,30.06999969,21.03000069,25.55000019,0.0
1951-09-20,1951,9,30.68000031,21.31999969,26.0,0.0
1951-09-21,1951,9,31.59000015,21.57999992,26.585000035,0.0
1951-09-22,1951,9,31.63999939,21.5,26.569999695,0.0
1951-09-23,1951,9,32.06000137,21.84000015,26.95000076,0.0
1951-09-24,1951,9,31.25,21.44000053,26.345000265,0.0
1951-09-25,1951,9,31.36000061,21.20000076,26.280000685,0.860194862
1951-09-26,1951,9,30.10000038,20.96999931,25.534999845,0.0
1951-09-27,1951,9,29.46999931,20.65999985,25.06499958,0.0
1951-09-28,1951,9,27.62000084,20.54999924,24.085000039999997,2.923518896
1951-09-29,1951,9,27.70000076,19.95000076,23.82500076,6.977078438
1951-09-30,1951,9,27.05999947,20.57999992,23.819999695,14.42367935
1951-01-10,1951,1,26.62000084,20.17000008,23.39500046,0.0
1951-02-10,1951,2,27.70000076,20.01000023,23.855000495,0.0
1951-03-10,1951,3,28.19000053,20.95000076,24.570000645,0.0
1951-04-10,1951,4,29.15999985,20.59000015,24.875,0.0
1951-05-10,1951,5,29.14999962,20.10000038,24.625,0.0
1951-06-10,1951,6,27.87000084,22.47999954,25.17500019,0.571031094
1951-07-10,1951,7,29.42000008,20.90999985,25.164999965,4.528863907
1951-08-10,1951,8,29.81999969,20.30999947,25.06499958,0.0
1951-09-10,1951,9,29.79000092,20.81999969,25.305000305,23.16049004
1951-10-10,1951,10,29.97999954,20.73999977,25.359999655000003,0.0
1951-11-10,1951,11,30.17000008,20.19000053,25.180000305,0.0
1951-12-10,1951,12,30.17000008,20.89999962,25.53499985,6.44557333
1951-10-13,1951,10,29.97999954,20.43000031,25.204999925000003,1.244662404
1951-10-14,1951,10,29.70999908,20.80999947,25.259999275,11.8687458
1951-10-15,1951,10,30.35000038,21.12000084,25.73500061,7.325513363
1951-10-16,1951,10,28.23999977,20.0,24.119999885,20.06005096
1951-10-17,1951,10,29.34000015,20.44000053,24.89000034,0.248274401
1951-10-18,1951,10,29.60000038,20.72999954,25.164999960000003,0.0
1951-10-19,1951,10,30.88999939,21.05999947,25.97499943,0.0
1951-10-20,1951,10,30.64999962,20.68000031,25.664999965,12.45256138
1951-10-21,1951,10,27.37999916,19.82999992,23.60499954,0.0
1951-10-22,1951,10,29.54999924,19.30999947,24.429999355,0.0
1951-10-23,1951,10,28.93000031,19.62999916,24.279999735,0.0
1951-10-24,1951,10,30.29000092,19.95000076,25.120000840000003,0.0
1951-10-25,1951,10,30.30999947,19.73999977,25.024999620000003,0.0
1951-10-26,1951,10,29.72999954,19.20999908,24.46999931,0.0
1951-10-27,1951,10,30.18000031,20.35000038,25.265000345,0.744823158
1951-10-28,1951,10,28.23999977,20.06999969,24.15499973,7.843435764
1951-10-29,1951,10,29.62999916,20.10000038,24.86499977,0.0
1951-10-30,1951,10,29.15999985,20.56999969,24.864999769999997,0.800140083
1951-10-31,1951,10,29.15999985,21.09000015,25.125,2.089798689
1951-01-11,1951,1,29.21999931,20.5,24.859999655,0.0
1951-02-11,1951,2,28.01000023,20.11000061,24.06000042,0.0
1951-03-11,1951,3,27.95999908,20.88999939,24.424999235,0.0
1951-04-11,1951,4,27.90999985,20.17000008,24.039999965,0.0
1951-05-11,1951,5,29.13999939,20.59000015,24.86499977,0.0
1951-06-11,1951,6,29.18000031,20.42000008,24.800000195000003,0.0
1951-07-11,1951,7,28.04000092,20.09000015,24.065000535000003,0.330759704
1951-08-11,1951,8,28.05999947,20.92000008,24.489999775,1.780460835
1951-09-11,1951,9,27.88999939,20.04000092,23.965000155,0.0
1951-10-11,1951,10,28.26000023,20.45999908,24.359999655,0.0
1951-11-11,1951,11,28.09000015,19.37999916,23.734999655000003,0.0
1951-12-11,1951,12,27.71999931,18.06999969,22.894999499999997,0.0
1951-11-13,1951,11,27.5,18.01000023,22.755000115,0.0
1951-11-14,1951,11,27.87000084,17.94000053,22.905000684999997,0.0
1951-11-15,1951,11,28.37999916,18.45999908,23.41999912,0.0
1951-11-16,1951,11,28.45999908,17.14999962,22.80499935,0.0
1951-11-17,1951,11,27.68000031,18.06999969,22.875,0.0
1951-11-18,1951,11,27.20999908,19.39999962,23.30499935,2.540401697
1951-11-19,1951,11,24.29999924,19.23999977,21.769999505,0.45797497
1951-11-20,1951,11,24.51000023,19.86000061,22.18500042,0.585190237
1951-11-21,1951,11,26.75,19.86000061,23.305000305,2.578229427
1951-11-22,1951,11,28.25,19.59000015,23.920000075,1.142062187
1951-11-23,1951,11,28.44000053,19.46999931,23.95499992,0.0
1951-11-24,1951,11,28.01000023,18.63999939,23.32499981,0.0
1951-11-25,1951,11,28.19000053,17.36000061,22.77500057,0.0
1951-11-26,1951,11,29.40999985,18.44000053,23.92500019,0.0
1951-11-27,1951,11,28.79999924,19.45000076,24.125,0.0
1951-11-28,1951,11,28.42000008,19.48999977,23.954999925000003,0.0
1951-11-29,1951,11,28.05999947,19.04000092,23.550000195000003,0.0
1951-11-30,1951,11,26.80999947,18.57999992,22.694999695,0.0
1951-01-12,1951,1,26.90999985,17.95000076,22.430000305,0.0
1951-02-12,1951,2,25.87000084,16.68000031,21.275000575,0.0
1951-03-12,1951,3,26.20000076,15.31999969,20.760000225,0.0
1951-04-12,1951,4,26.12000084,14.63000011,20.375000475,0.0
1951-05-12,1951,5,26.17000008,14.09000015,20.130000115,0.0
1951-06-12,1951,6,26.61000061,14.47000027,20.54000044,0.0
1951-07-12,1951,7,26.70000076,12.86999989,19.785000325000002,0.0
1951-08-12,1951,8,27.14999962,14.85999966,21.00499964,0.0
1951-09-12,1951,9,27.44000053,15.22000027,21.3300004,0.0
1951-10-12,1951,10,27.75,14.25,21.0,0.0
1951-11-12,1951,11,27.84000015,14.31999969,21.07999992,0.0
1951-12-12,1951,12,28.14999962,15.02999973,21.589999675,0.0
1951-12-13,1951,12,28.44000053,15.38000011,21.910000319999998,0.0
1951-12-14,1951,12,28.61000061,17.60000038,23.105000495,0.0
1951-12-15,1951,12,27.67000008,18.30999947,22.989999775,0.0
1951-12-16,1951,12,27.34000015,18.14999962,22.744999885,0.0
1951-12-17,1951,12,27.29000092,17.5,22.39500046,0.0
1951-12-18,1951,12,27.23999977,16.89999962,22.069999695,0.0
1951-12-19,1951,12,27.51000023,14.85999966,21.184999945,0.0
1951-12-20,1951,12,26.95000076,14.60000038,20.775000570000003,0.0
1951-12-21,1951,12,27.17000008,14.81999969,20.994999885,0.0
1951-12-22,1951,12,26.79000092,14.14999962,20.47000027,0.0
1951-12-23,1951,12,26.17000008,13.71000004,19.940000060000003,0.0
1951-12-24,1951,12,26.12999916,13.22000027,19.674999715,0.0
1951-12-25,1951,12,26.02000046,14.14999962,20.085000039999997,0.0
1951-12-26,1951,12,26.72999954,15.80000019,21.264999865,0.0
1951-12-27,1951,12,27.02000046,15.81999969,21.420000074999997,0.0
1951-12-28,1951,12,26.85000038,15.77999973,21.315000055,0.0
1951-12-29,1951,12,26.96999931,15.75,21.359999655,0.0
1951-12-30,1951,12,26.87000084,15.59000015,21.230000495,0.0
1951-12-31,1951,12,27.11000061,15.53999996,21.325000285,0.0
1952-01-01,1952,1,27.07999992,15.22999954,21.15499973,0.0
1952-02-01,1952,2,27.19000053,15.11999989,21.15500021,0.0
1952-03-01,1952,3,27.17000008,15.19999981,21.184999945,0.0
1952-04-01,1952,4,27.36000061,15.18999958,21.275000095,0.0
1952-05-01,1952,5,27.27000046,15.02000046,21.14500046,0.0
1952-06-01,1952,6,27.19000053,15.10999966,21.150000095,0.0
1952-07-01,1952,7,27.22999954,15.03999996,21.13499975,0.0
1952-08-01,1952,8,27.12999916,16.95999908,22.04499912,0.0
1952-09-01,1952,9,27.93000031,17.75,22.840000155,0.0
1952-10-01,1952,10,28.45999908,16.25,22.35499954,0.0
1952-11-01,1952,11,28.61000061,14.85000038,21.730000495,0.0
1952-12-01,1952,12,28.34000015,15.34000015,21.84000015,0.0
1952-01-13,1952,1,29.11000061,15.38000011,22.24500036,0.0
1952-01-14,1952,1,29.44000053,15.38000011,22.410000319999998,0.0
1952-01-15,1952,1,29.04999924,13.76000023,21.404999734999997,0.0
1952-01-16,1952,1,29.25,14.90999985,22.079999925,0.0
1952-01-17,1952,1,29.35000038,15.27000046,22.31000042,0.0
1952-01-18,1952,1,28.25,14.55000019,21.400000095,0.0
1952-01-19,1952,1,28.59000015,15.09000015,21.84000015,0.0
1952-01-20,1952,1,27.69000053,14.27000046,20.980000495,0.0
1952-01-21,1952,1,28.18000031,14.43000031,21.30500031,0.0
1952-01-22,1952,1,28.67000008,14.39999962,21.53499985,0.0
1952-01-23,1952,1,28.38999939,15.55000019,21.96999979,0.0
1952-01-24,1952,1,28.54999924,16.88999939,22.719999315,0.0
1952-01-25,1952,1,27.87000084,17.25,22.56000042,0.0
1952-01-26,1952,1,27.59000015,14.89999962,21.244999885,0.0
1952-01-27,1952,1,27.22999954,14.32999992,20.77999973,0.0
1952-01-28,1952,1,27.46999931,15.21000004,21.339999675,0.0
1952-01-29,1952,1,26.53000069,17.5,22.015000345,0.0
1952-01-30,1952,1,26.95000076,18.12999916,22.539999960000003,0.0
1952-01-31,1952,1,27.93000031,17.67000008,22.800000195000003,0.0
1952-01-02,1952,1,27.73999977,17.06999969,22.40499973,0.0
1952-02-02,1952,2,28.62000084,16.90999985,22.765000344999997,0.0
1952-03-02,1952,3,27.34000015,17.31999969,22.32999992,0.0
1952-04-02,1952,4,28.18000031,16.45000076,22.315000535000003,0.0
1952-05-02,1952,5,30.39999962,17.64999962,24.02499962,0.0
1952-06-02,1952,6,30.76000023,19.0,24.880000115,0.0
